,paths,bbox,texts
1505,2352,"[241, 92, 38, 31]","[19, 20, 31, 0, 2, 9, 8, 1]"
1506,2353,"[53, 223, 39, 31]","[19, 20, 31, 0, 2, 9, 8, 1]"
1507,2354,"[253, 134, 38, 31]","[19, 20, 31, 0, 2, 9, 8, 1]"
1508,2355,"[212, 317, 39, 31]","[19, 20, 31, 0, 2, 9, 8, 1]"
1509,2356,"[140, 265, 39, 32]","[19, 20, 31, 0, 2, 9, 8, 1]"
1510,2357,"[329, 266, 39, 31]","[19, 20, 31, 0, 2, 9, 8, 1]"
1511,2358,"[291, 198, 38, 32]","[19, 20, 31, 0, 2, 9, 8, 1]"
1512,2359,"[184, 229, 39, 32]","[19, 20, 31, 0, 2, 9, 8, 1]"
1513,236,"[202, 333, 60, 26]","[11, 29, 36, 0, 10, 5, 6, 8]"
1514,2360,"[52, 201, 40, 32]","[19, 20, 31, 0, 2, 9, 8, 1]"
1515,2361,"[72, 366, 39, 32]","[19, 20, 31, 0, 2, 9, 8, 1]"
1516,2362,"[384, 336, 40, 32]","[19, 20, 31, 0, 2, 9, 8, 1]"
1517,2363,"[102, 293, 39, 32]","[19, 20, 31, 0, 2, 9, 8, 1]"
1518,2364,"[202, 164, 39, 32]","[19, 20, 31, 0, 2, 9, 8, 1]"
1519,2365,"[163, 236, 40, 32]","[19, 20, 31, 0, 2, 9, 8, 1]"
1520,2366,"[201, 82, 39, 32]","[19, 20, 31, 0, 2, 9, 8, 1]"
1521,2367,"[202, 324, 39, 33]","[19, 20, 31, 0, 2, 9, 8, 1]"
1522,2368,"[190, 74, 39, 33]","[19, 20, 31, 0, 2, 9, 8, 1]"
1523,2369,"[355, 361, 39, 32]","[19, 20, 31, 0, 2, 9, 8, 1]"
1524,237,"[175, 379, 60, 26]","[11, 29, 36, 0, 10, 5, 6, 8]"
1525,2370,"[356, 392, 45, 31]","[11, 11, 33, 0, 10, 6, 3, 10]"
1526,2371,"[193, 126, 45, 29]","[11, 11, 33, 0, 10, 6, 3, 10]"
1527,2372,"[81, 272, 44, 29]","[11, 11, 33, 0, 10, 6, 3, 10]"
1528,2373,"[251, 330, 44, 30]","[11, 11, 33, 0, 10, 6, 3, 10]"
1529,2374,"[43, 396, 44, 29]","[11, 11, 33, 0, 10, 6, 3, 10]"
1530,2375,"[255, 381, 44, 29]","[11, 11, 33, 0, 10, 6, 3, 10]"
1531,2376,"[278, 157, 43, 30]","[11, 11, 33, 0, 10, 6, 3, 10]"
1532,2377,"[75, 290, 43, 29]","[11, 11, 33, 0, 10, 6, 3, 10]"
1533,2378,"[272, 80, 43, 28]","[11, 11, 33, 0, 10, 6, 3, 10]"
1534,2379,"[82, 234, 42, 28]","[11, 11, 33, 0, 10, 6, 3, 10]"
1535,238,"[210, 303, 60, 25]","[11, 29, 36, 0, 10, 5, 6, 8]"
1536,2380,"[209, 372, 42, 28]","[11, 11, 33, 0, 10, 6, 3, 10]"
1537,2381,"[90, 304, 42, 28]","[11, 11, 33, 0, 10, 6, 3, 10]"
1538,2382,"[58, 316, 41, 28]","[11, 11, 33, 0, 10, 6, 3, 10]"
1539,2383,"[224, 177, 41, 28]","[11, 11, 33, 0, 10, 6, 3, 10]"
1540,2384,"[164, 310, 42, 28]","[11, 11, 33, 0, 10, 6, 3, 10]"
1541,2385,"[217, 326, 41, 28]","[11, 11, 33, 0, 10, 6, 3, 10]"
1542,2386,"[331, 100, 42, 28]","[11, 11, 33, 0, 10, 6, 3, 10]"
1543,2387,"[228, 162, 41, 27]","[11, 11, 33, 0, 10, 6, 3, 10]"
1544,2388,"[26, 224, 41, 28]","[11, 11, 33, 0, 10, 6, 3, 10]"
1545,2389,"[52, 297, 41, 28]","[11, 11, 33, 0, 10, 6, 3, 10]"
1546,239,"[37, 361, 60, 25]","[11, 29, 36, 0, 10, 5, 6, 8]"
1547,2390,"[205, 357, 40, 28]","[11, 11, 33, 0, 10, 6, 3, 10]"
1548,2391,"[279, 193, 40, 26]","[11, 11, 33, 0, 10, 6, 3, 10]"
1549,2392,"[91, 335, 40, 28]","[11, 11, 33, 0, 10, 6, 3, 10]"
1550,2393,"[121, 116, 40, 26]","[11, 11, 33, 0, 10, 6, 3, 10]"
1551,2394,"[103, 246, 39, 27]","[11, 11, 33, 0, 10, 6, 3, 10]"
1552,2395,"[85, 299, 39, 26]","[11, 11, 33, 0, 10, 6, 3, 10]"
1553,2396,"[189, 261, 39, 26]","[11, 11, 33, 0, 10, 6, 3, 10]"
1554,2397,"[300, 269, 38, 26]","[11, 11, 33, 0, 10, 6, 3, 10]"
1555,2398,"[136, 70, 38, 26]","[11, 11, 33, 0, 10, 6, 3, 10]"
1556,2399,"[226, 301, 38, 25]","[11, 11, 33, 0, 10, 6, 3, 10]"
1557,24,"[130, 239, 55, 19]","[23, 22, 29, 0, 6, 6, 2, 2]"
1558,240,"[259, 259, 58, 19]","[11, 26, 15, 0, 5, 7, 9, 6]"
1559,2400,"[101, 172, 110, 37]","[11, 31, 14, 0, 2, 8, 10, 9]"
1560,2401,"[214, 267, 112, 38]","[11, 31, 14, 0, 2, 8, 10, 9]"
1561,2402,"[228, 328, 113, 38]","[11, 31, 14, 0, 2, 8, 10, 9]"
1562,2403,"[38, 249, 113, 37]","[11, 31, 14, 0, 2, 8, 10, 9]"
1563,2404,"[251, 256, 115, 41]","[11, 31, 14, 0, 2, 8, 10, 9]"
1564,2405,"[132, 186, 113, 39]","[11, 31, 14, 0, 2, 8, 10, 9]"
1565,2406,"[168, 74, 114, 38]","[11, 31, 14, 0, 2, 8, 10, 9]"
1566,2407,"[204, 290, 115, 38]","[11, 31, 14, 0, 2, 8, 10, 9]"
1567,2408,"[236, 127, 114, 38]","[11, 31, 14, 0, 2, 8, 10, 9]"
1568,2409,"[266, 64, 117, 38]","[11, 31, 14, 0, 2, 8, 10, 9]"
1569,241,"[41, 169, 58, 20]","[11, 26, 15, 0, 5, 7, 9, 6]"
1570,2410,"[46, 79, 116, 39]","[11, 31, 14, 0, 2, 8, 10, 9]"
1571,2411,"[100, 245, 118, 40]","[11, 31, 14, 0, 2, 8, 10, 9]"
1572,2412,"[97, 297, 117, 41]","[11, 31, 14, 0, 2, 8, 10, 9]"
1573,2413,"[109, 214, 117, 40]","[11, 31, 14, 0, 2, 8, 10, 9]"
1574,2414,"[278, 196, 117, 40]","[11, 31, 14, 0, 2, 8, 10, 9]"
1575,2415,"[51, 100, 118, 41]","[11, 31, 14, 0, 2, 8, 10, 9]"
1576,2416,"[185, 229, 118, 40]","[11, 31, 14, 0, 2, 8, 10, 9]"
1577,2417,"[253, 330, 120, 41]","[11, 31, 14, 0, 2, 8, 10, 9]"
1578,2418,"[63, 221, 120, 41]","[11, 31, 14, 0, 2, 8, 10, 9]"
1579,2419,"[201, 207, 120, 40]","[11, 31, 14, 0, 2, 8, 10, 9]"
1580,242,"[45, 322, 59, 21]","[11, 26, 15, 0, 5, 7, 9, 6]"
1581,2420,"[285, 121, 121, 41]","[11, 31, 14, 0, 2, 8, 10, 9]"
1582,2421,"[128, 278, 121, 42]","[11, 31, 14, 0, 2, 8, 10, 9]"
1583,2422,"[292, 72, 122, 42]","[11, 31, 14, 0, 2, 8, 10, 9]"
1584,2423,"[53, 281, 121, 43]","[11, 31, 14, 0, 2, 8, 10, 9]"
1585,2424,"[66, 156, 122, 41]","[11, 31, 14, 0, 2, 8, 10, 9]"
1586,2425,"[255, 44, 123, 42]","[11, 31, 14, 0, 2, 8, 10, 9]"
1587,2426,"[57, 83, 123, 41]","[11, 31, 14, 0, 2, 8, 10, 9]"
1588,2427,"[94, 318, 124, 40]","[11, 31, 14, 0, 2, 8, 10, 9]"
1589,2428,"[210, 293, 125, 42]","[11, 31, 14, 0, 2, 8, 10, 9]"
1590,2429,"[279, 337, 126, 42]","[11, 31, 14, 0, 2, 8, 10, 9]"
1591,243,"[220, 296, 59, 21]","[11, 26, 15, 0, 5, 7, 9, 6]"
1592,2430,"[55, 348, 115, 36]","[11, 26, 19, 0, 8, 4, 1, 5]"
1593,2431,"[215, 194, 114, 37]","[11, 26, 19, 0, 8, 4, 1, 5]"
1594,2432,"[34, 27, 114, 35]","[11, 26, 19, 0, 8, 4, 1, 5]"
1595,2433,"[313, 138, 113, 36]","[11, 26, 19, 0, 8, 4, 1, 5]"
1596,2434,"[135, 231, 112, 35]","[11, 26, 19, 0, 8, 4, 1, 5]"
1597,2435,"[206, 186, 111, 35]","[11, 26, 19, 0, 8, 4, 1, 5]"
1598,2436,"[40, 111, 109, 33]","[11, 26, 19, 0, 8, 4, 1, 5]"
1599,2437,"[186, 129, 109, 33]","[11, 26, 19, 0, 8, 4, 1, 5]"
1600,2438,"[62, 276, 109, 34]","[11, 26, 19, 0, 8, 4, 1, 5]"
1601,2439,"[187, 248, 107, 35]","[11, 26, 19, 0, 8, 4, 1, 5]"
1602,244,"[181, 319, 59, 21]","[11, 26, 15, 0, 5, 7, 9, 6]"
1603,2440,"[150, 172, 107, 33]","[11, 26, 19, 0, 8, 4, 1, 5]"
1604,2441,"[21, 327, 105, 32]","[11, 26, 19, 0, 8, 4, 1, 5]"
1605,2442,"[205, 40, 104, 32]","[11, 26, 19, 0, 8, 4, 1, 5]"
1606,2443,"[188, 194, 104, 33]","[11, 26, 19, 0, 8, 4, 1, 5]"
1607,2444,"[122, 268, 103, 33]","[11, 26, 19, 0, 8, 4, 1, 5]"
1608,2445,"[217, 348, 104, 32]","[11, 26, 19, 0, 8, 4, 1, 5]"
1609,2446,"[98, 135, 102, 33]","[11, 26, 19, 0, 8, 4, 1, 5]"
1610,2447,"[215, 152, 101, 32]","[11, 26, 19, 0, 8, 4, 1, 5]"
1611,2448,"[33, 46, 100, 32]","[11, 26, 19, 0, 8, 4, 1, 5]"
1612,2449,"[260, 265, 101, 32]","[11, 26, 19, 0, 8, 4, 1, 5]"
1613,245,"[261, 330, 60, 21]","[11, 26, 15, 0, 5, 7, 9, 6]"
1614,2450,"[85, 381, 99, 31]","[11, 26, 19, 0, 8, 4, 1, 5]"
1615,2451,"[180, 359, 98, 31]","[11, 26, 19, 0, 8, 4, 1, 5]"
1616,2452,"[182, 59, 97, 31]","[11, 26, 19, 0, 8, 4, 1, 5]"
1617,2453,"[278, 210, 98, 31]","[11, 26, 19, 0, 8, 4, 1, 5]"
1618,2454,"[78, 92, 97, 31]","[11, 26, 19, 0, 8, 4, 1, 5]"
1619,2455,"[227, 283, 96, 31]","[11, 26, 19, 0, 8, 4, 1, 5]"
1620,2456,"[125, 329, 96, 31]","[11, 26, 19, 0, 8, 4, 1, 5]"
1621,2457,"[62, 26, 96, 31]","[11, 26, 19, 0, 8, 4, 1, 5]"
1622,2458,"[271, 324, 94, 30]","[11, 26, 19, 0, 8, 4, 1, 5]"
1623,2459,"[193, 399, 92, 29]","[11, 26, 19, 0, 8, 4, 1, 5]"
1624,246,"[31, 205, 60, 22]","[11, 26, 15, 0, 5, 7, 9, 6]"
1625,2460,"[59, 306, 127, 42]","[11, 36, 13, 0, 4, 1, 4, 3]"
1626,2461,"[242, 135, 130, 42]","[11, 36, 13, 0, 4, 1, 4, 3]"
1627,2462,"[63, 146, 129, 41]","[11, 36, 13, 0, 4, 1, 4, 3]"
1628,2463,"[69, 131, 131, 42]","[11, 36, 13, 0, 4, 1, 4, 3]"
1629,2464,"[161, 337, 131, 41]","[11, 36, 13, 0, 4, 1, 4, 3]"
1630,2465,"[211, 213, 133, 41]","[11, 36, 13, 0, 4, 1, 4, 3]"
1631,2466,"[53, 215, 134, 44]","[11, 36, 13, 0, 4, 1, 4, 3]"
1632,2467,"[61, 220, 131, 42]","[11, 36, 13, 0, 4, 1, 4, 3]"
1633,2468,"[257, 222, 137, 45]","[11, 36, 13, 0, 4, 1, 4, 3]"
1634,2469,"[249, 25, 136, 45]","[11, 36, 13, 0, 4, 1, 4, 3]"
1635,247,"[27, 52, 60, 20]","[11, 26, 15, 0, 5, 7, 9, 6]"
1636,2470,"[43, 228, 138, 45]","[11, 36, 13, 0, 4, 1, 4, 3]"
1637,2471,"[83, 160, 136, 44]","[11, 36, 13, 0, 4, 1, 4, 3]"
1638,2472,"[266, 109, 137, 43]","[11, 36, 13, 0, 4, 1, 4, 3]"
1639,2473,"[95, 289, 138, 43]","[11, 36, 13, 0, 4, 1, 4, 3]"
1640,2474,"[201, 56, 140, 43]","[11, 36, 13, 0, 4, 1, 4, 3]"
1641,2475,"[89, 187, 141, 45]","[11, 36, 13, 0, 4, 1, 4, 3]"
1642,2476,"[250, 252, 142, 46]","[11, 36, 13, 0, 4, 1, 4, 3]"
1643,2477,"[173, 154, 141, 45]","[11, 36, 13, 0, 4, 1, 4, 3]"
1644,2478,"[273, 66, 144, 46]","[11, 36, 13, 0, 4, 1, 4, 3]"
1645,2479,"[63, 294, 145, 47]","[11, 36, 13, 0, 4, 1, 4, 3]"
1646,248,"[103, 356, 61, 21]","[11, 26, 15, 0, 5, 7, 9, 6]"
1647,2480,"[265, 76, 145, 45]","[11, 36, 13, 0, 4, 1, 4, 3]"
1648,2481,"[80, 154, 144, 48]","[11, 36, 13, 0, 4, 1, 4, 3]"
1649,2482,"[131, 262, 145, 47]","[11, 36, 13, 0, 4, 1, 4, 3]"
1650,2483,"[90, 42, 147, 46]","[11, 36, 13, 0, 4, 1, 4, 3]"
1651,2484,"[119, 232, 144, 45]","[11, 36, 13, 0, 4, 1, 4, 3]"
1652,2485,"[105, 299, 146, 48]","[11, 36, 13, 0, 4, 1, 4, 3]"
1653,2486,"[27, 61, 148, 47]","[11, 36, 13, 0, 4, 1, 4, 3]"
1654,2487,"[78, 40, 149, 48]","[11, 36, 13, 0, 4, 1, 4, 3]"
1655,2488,"[253, 281, 148, 47]","[11, 36, 13, 0, 4, 1, 4, 3]"
1656,2489,"[59, 144, 147, 49]","[11, 36, 13, 0, 4, 1, 4, 3]"
1657,249,"[76, 299, 61, 21]","[11, 26, 15, 0, 5, 7, 9, 6]"
1658,2490,"[225, 186, 69, 23]","[11, 32, 23, 0, 3, 7, 7, 6]"
1659,2491,"[170, 359, 69, 23]","[11, 32, 23, 0, 3, 7, 7, 6]"
1660,2492,"[54, 360, 69, 23]","[11, 32, 23, 0, 3, 7, 7, 6]"
1661,2493,"[59, 52, 70, 23]","[11, 32, 23, 0, 3, 7, 7, 6]"
1662,2494,"[38, 112, 69, 23]","[11, 32, 23, 0, 3, 7, 7, 6]"
1663,2495,"[260, 333, 71, 23]","[11, 32, 23, 0, 3, 7, 7, 6]"
1664,2496,"[212, 227, 73, 24]","[11, 32, 23, 0, 3, 7, 7, 6]"
1665,2497,"[104, 245, 72, 24]","[11, 32, 23, 0, 3, 7, 7, 6]"
1666,2498,"[24, 359, 73, 24]","[11, 32, 23, 0, 3, 7, 7, 6]"
1667,2499,"[206, 318, 73, 24]","[11, 32, 23, 0, 3, 7, 7, 6]"
1668,25,"[338, 27, 55, 20]","[23, 22, 29, 0, 6, 6, 2, 2]"
1669,250,"[144, 200, 62, 21]","[11, 26, 15, 0, 5, 7, 9, 6]"
1670,2500,"[162, 175, 73, 24]","[11, 32, 23, 0, 3, 7, 7, 6]"
1671,2501,"[87, 254, 73, 25]","[11, 32, 23, 0, 3, 7, 7, 6]"
1672,2502,"[301, 62, 74, 23]","[11, 32, 23, 0, 3, 7, 7, 6]"
1673,2503,"[149, 172, 74, 25]","[11, 32, 23, 0, 3, 7, 7, 6]"
1674,2504,"[59, 138, 73, 23]","[11, 32, 23, 0, 3, 7, 7, 6]"
1675,2505,"[166, 219, 74, 24]","[11, 32, 23, 0, 3, 7, 7, 6]"
1676,2506,"[298, 292, 75, 24]","[11, 32, 23, 0, 3, 7, 7, 6]"
1677,2507,"[241, 334, 75, 25]","[11, 32, 23, 0, 3, 7, 7, 6]"
1678,2508,"[130, 391, 75, 25]","[11, 32, 23, 0, 3, 7, 7, 6]"
1679,2509,"[199, 274, 76, 25]","[11, 32, 23, 0, 3, 7, 7, 6]"
1680,251,"[241, 242, 63, 22]","[11, 26, 15, 0, 5, 7, 9, 6]"
1681,2510,"[79, 114, 77, 26]","[11, 32, 23, 0, 3, 7, 7, 6]"
1682,2511,"[162, 369, 76, 25]","[11, 32, 23, 0, 3, 7, 7, 6]"
1683,2512,"[94, 232, 77, 26]","[11, 32, 23, 0, 3, 7, 7, 6]"
1684,2513,"[296, 187, 77, 26]","[11, 32, 23, 0, 3, 7, 7, 6]"
1685,2514,"[225, 327, 78, 27]","[11, 32, 23, 0, 3, 7, 7, 6]"
1686,2515,"[252, 159, 77, 27]","[11, 32, 23, 0, 3, 7, 7, 6]"
1687,2516,"[156, 274, 78, 26]","[11, 32, 23, 0, 3, 7, 7, 6]"
1688,2517,"[227, 62, 78, 26]","[11, 32, 23, 0, 3, 7, 7, 6]"
1689,2518,"[229, 251, 79, 27]","[11, 32, 23, 0, 3, 7, 7, 6]"
1690,2519,"[321, 23, 78, 27]","[11, 32, 23, 0, 3, 7, 7, 6]"
1691,252,"[201, 319, 63, 21]","[11, 26, 15, 0, 5, 7, 9, 6]"
1692,2520,"[202, 379, 75, 27]","[12, 12, 19, 0, 9, 7, 1, 1]"
1693,2521,"[77, 273, 75, 26]","[12, 12, 19, 0, 9, 7, 1, 1]"
1694,2522,"[261, 79, 77, 28]","[12, 12, 19, 0, 9, 7, 1, 1]"
1695,2523,"[281, 265, 77, 28]","[12, 12, 19, 0, 9, 7, 1, 1]"
1696,2524,"[111, 65, 80, 29]","[12, 12, 19, 0, 9, 7, 1, 1]"
1697,2525,"[297, 199, 79, 29]","[12, 12, 19, 0, 9, 7, 1, 1]"
1698,2526,"[98, 150, 80, 28]","[12, 12, 19, 0, 9, 7, 1, 1]"
1699,2527,"[153, 299, 81, 29]","[12, 12, 19, 0, 9, 7, 1, 1]"
1700,2528,"[183, 29, 82, 30]","[12, 12, 19, 0, 9, 7, 1, 1]"
1701,2529,"[223, 278, 84, 29]","[12, 12, 19, 0, 9, 7, 1, 1]"
1702,253,"[192, 70, 64, 22]","[11, 26, 15, 0, 5, 7, 9, 6]"
1703,2530,"[48, 261, 85, 31]","[12, 12, 19, 0, 9, 7, 1, 1]"
1704,2531,"[118, 254, 85, 32]","[12, 12, 19, 0, 9, 7, 1, 1]"
1705,2532,"[29, 205, 87, 32]","[12, 12, 19, 0, 9, 7, 1, 1]"
1706,2533,"[82, 222, 88, 32]","[12, 12, 19, 0, 9, 7, 1, 1]"
1707,2534,"[144, 258, 89, 32]","[12, 12, 19, 0, 9, 7, 1, 1]"
1708,2535,"[101, 142, 91, 34]","[12, 12, 19, 0, 9, 7, 1, 1]"
1709,2536,"[152, 344, 91, 35]","[12, 12, 19, 0, 9, 7, 1, 1]"
1710,2537,"[137, 280, 93, 34]","[12, 12, 19, 0, 9, 7, 1, 1]"
1711,2538,"[207, 434, 93, 34]","[12, 12, 19, 0, 9, 7, 1, 1]"
1712,2539,"[112, 161, 96, 36]","[12, 12, 19, 0, 9, 7, 1, 1]"
1713,254,"[284, 259, 64, 21]","[11, 26, 15, 0, 5, 7, 9, 6]"
1714,2540,"[170, 179, 96, 36]","[12, 12, 19, 0, 9, 7, 1, 1]"
1715,2541,"[80, 42, 98, 36]","[12, 12, 19, 0, 9, 7, 1, 1]"
1716,2542,"[69, 242, 99, 36]","[12, 12, 19, 0, 9, 7, 1, 1]"
1717,2543,"[142, 354, 98, 37]","[12, 12, 19, 0, 9, 7, 1, 1]"
1718,2544,"[38, 311, 102, 37]","[12, 12, 19, 0, 9, 7, 1, 1]"
1719,2545,"[114, 422, 103, 39]","[12, 12, 19, 0, 9, 7, 1, 1]"
1720,2546,"[129, 133, 103, 37]","[12, 12, 19, 0, 9, 7, 1, 1]"
1721,255,"[217, 203, 65, 21]","[11, 26, 15, 0, 5, 7, 9, 6]"
1722,2550,"[177, 248, 93, 32]","[22, 11, 31, 0, 1, 1, 5, 8]"
1723,2551,"[70, 82, 93, 32]","[22, 11, 31, 0, 1, 1, 5, 8]"
1724,2552,"[193, 198, 94, 33]","[22, 11, 31, 0, 1, 1, 5, 8]"
1725,2553,"[329, 148, 96, 34]","[22, 11, 31, 0, 1, 1, 5, 8]"
1726,2554,"[149, 76, 97, 34]","[22, 11, 31, 0, 1, 1, 5, 8]"
1727,2555,"[128, 22, 98, 36]","[22, 11, 31, 0, 1, 1, 5, 8]"
1728,2556,"[33, 85, 99, 35]","[22, 11, 31, 0, 1, 1, 5, 8]"
1729,2557,"[112, 391, 99, 33]","[22, 11, 31, 0, 1, 1, 5, 8]"
1730,2558,"[189, 54, 100, 35]","[22, 11, 31, 0, 1, 1, 5, 8]"
1731,2559,"[297, 172, 100, 35]","[22, 11, 31, 0, 1, 1, 5, 8]"
1732,256,"[300, 212, 65, 21]","[11, 26, 15, 0, 5, 7, 9, 6]"
1733,2560,"[47, 245, 102, 34]","[22, 11, 31, 0, 1, 1, 5, 8]"
1734,2561,"[298, 210, 102, 35]","[22, 11, 31, 0, 1, 1, 5, 8]"
1735,2562,"[174, 121, 102, 35]","[22, 11, 31, 0, 1, 1, 5, 8]"
1736,2563,"[256, 357, 104, 35]","[22, 11, 31, 0, 1, 1, 5, 8]"
1737,2564,"[131, 144, 105, 36]","[22, 11, 31, 0, 1, 1, 5, 8]"
1738,2565,"[70, 36, 106, 38]","[22, 11, 31, 0, 1, 1, 5, 8]"
1739,2566,"[215, 153, 106, 38]","[22, 11, 31, 0, 1, 1, 5, 8]"
1740,2567,"[40, 211, 108, 37]","[22, 11, 31, 0, 1, 1, 5, 8]"
1741,2568,"[109, 255, 108, 39]","[22, 11, 31, 0, 1, 1, 5, 8]"
1742,2569,"[203, 275, 107, 39]","[22, 11, 31, 0, 1, 1, 5, 8]"
1743,257,"[195, 202, 65, 22]","[11, 26, 15, 0, 5, 7, 9, 6]"
1744,2570,"[197, 173, 110, 38]","[22, 11, 31, 0, 1, 1, 5, 8]"
1745,2571,"[203, 190, 111, 38]","[22, 11, 31, 0, 1, 1, 5, 8]"
1746,2572,"[100, 112, 113, 39]","[22, 11, 31, 0, 1, 1, 5, 8]"
1747,2573,"[302, 314, 114, 41]","[22, 11, 31, 0, 1, 1, 5, 8]"
1748,2574,"[172, 112, 116, 39]","[22, 11, 31, 0, 1, 1, 5, 8]"
1749,2575,"[42, 262, 116, 41]","[22, 11, 31, 0, 1, 1, 5, 8]"
1750,2576,"[266, 145, 117, 38]","[22, 11, 31, 0, 1, 1, 5, 8]"
1751,2577,"[223, 302, 118, 41]","[22, 11, 31, 0, 1, 1, 5, 8]"
1752,2578,"[268, 273, 119, 40]","[22, 11, 31, 0, 1, 1, 5, 8]"
1753,2579,"[179, 92, 119, 40]","[22, 11, 31, 0, 1, 1, 5, 8]"
1754,258,"[63, 145, 65, 21]","[11, 26, 15, 0, 5, 7, 9, 6]"
1755,2580,"[92, 250, 170, 56]","[23, 13, 34, 0, 8, 3, 7, 5]"
1756,2581,"[232, 321, 168, 56]","[23, 13, 34, 0, 8, 3, 7, 5]"
1757,2582,"[219, 193, 169, 57]","[23, 13, 34, 0, 8, 3, 7, 5]"
1758,2583,"[209, 126, 170, 58]","[23, 13, 34, 0, 8, 3, 7, 5]"
1759,2584,"[200, 359, 168, 58]","[23, 13, 34, 0, 8, 3, 7, 5]"
1760,2585,"[120, 61, 168, 57]","[23, 13, 34, 0, 8, 3, 7, 5]"
1761,2586,"[52, 62, 168, 60]","[23, 13, 34, 0, 8, 3, 7, 5]"
1762,2587,"[148, 314, 167, 57]","[23, 13, 34, 0, 8, 3, 7, 5]"
1763,2588,"[120, 275, 169, 59]","[23, 13, 34, 0, 8, 3, 7, 5]"
1764,2589,"[84, 103, 168, 57]","[23, 13, 34, 0, 8, 3, 7, 5]"
1765,259,"[150, 312, 67, 23]","[11, 26, 15, 0, 5, 7, 9, 6]"
1766,2590,"[50, 56, 166, 55]","[23, 13, 34, 0, 8, 3, 7, 5]"
1767,2591,"[131, 298, 167, 56]","[23, 13, 34, 0, 8, 3, 7, 5]"
1768,2592,"[59, 370, 167, 56]","[23, 13, 34, 0, 8, 3, 7, 5]"
1769,2593,"[147, 113, 167, 54]","[23, 13, 34, 0, 8, 3, 7, 5]"
1770,2594,"[133, 109, 166, 56]","[23, 13, 34, 0, 8, 3, 7, 5]"
1771,2595,"[130, 321, 166, 55]","[23, 13, 34, 0, 8, 3, 7, 5]"
1772,2596,"[191, 122, 167, 55]","[23, 13, 34, 0, 8, 3, 7, 5]"
1773,2597,"[181, 142, 167, 56]","[23, 13, 34, 0, 8, 3, 7, 5]"
1774,2598,"[93, 166, 166, 55]","[23, 13, 34, 0, 8, 3, 7, 5]"
1775,2599,"[162, 173, 168, 57]","[23, 13, 34, 0, 8, 3, 7, 5]"
1776,26,"[363, 64, 55, 19]","[23, 22, 29, 0, 6, 6, 2, 2]"
1777,260,"[202, 96, 67, 23]","[11, 26, 15, 0, 5, 7, 9, 6]"
1778,2600,"[243, 240, 167, 56]","[23, 13, 34, 0, 8, 3, 7, 5]"
1779,2601,"[223, 59, 166, 54]","[23, 13, 34, 0, 8, 3, 7, 5]"
1780,2602,"[249, 88, 168, 57]","[23, 13, 34, 0, 8, 3, 7, 5]"
1781,2603,"[92, 130, 167, 55]","[23, 13, 34, 0, 8, 3, 7, 5]"
1782,2604,"[107, 87, 167, 56]","[23, 13, 34, 0, 8, 3, 7, 5]"
1783,2605,"[61, 344, 169, 57]","[23, 13, 34, 0, 8, 3, 7, 5]"
1784,2606,"[175, 272, 168, 56]","[23, 13, 34, 0, 8, 3, 7, 5]"
1785,2607,"[27, 261, 169, 56]","[23, 13, 34, 0, 8, 3, 7, 5]"
1786,2608,"[35, 201, 168, 56]","[23, 13, 34, 0, 8, 3, 7, 5]"
1787,2609,"[121, 288, 168, 58]","[23, 13, 34, 0, 8, 3, 7, 5]"
1788,261,"[291, 238, 68, 23]","[11, 26, 15, 0, 5, 7, 9, 6]"
1789,2610,"[48, 260, 124, 45]","[12, 29, 32, 0, 10, 9, 7, 4]"
1790,2611,"[274, 352, 123, 45]","[12, 29, 32, 0, 10, 9, 7, 4]"
1791,2612,"[151, 297, 124, 46]","[12, 29, 32, 0, 10, 9, 7, 4]"
1792,2613,"[177, 118, 123, 46]","[12, 29, 32, 0, 10, 9, 7, 4]"
1793,2614,"[224, 244, 121, 45]","[12, 29, 32, 0, 10, 9, 7, 4]"
1794,2615,"[271, 366, 121, 45]","[12, 29, 32, 0, 10, 9, 7, 4]"
1795,2616,"[175, 314, 121, 45]","[12, 29, 32, 0, 10, 9, 7, 4]"
1796,2617,"[164, 127, 120, 44]","[12, 29, 32, 0, 10, 9, 7, 4]"
1797,2618,"[271, 212, 120, 45]","[12, 29, 32, 0, 10, 9, 7, 4]"
1798,2619,"[207, 136, 121, 44]","[12, 29, 32, 0, 10, 9, 7, 4]"
1799,262,"[71, 180, 69, 24]","[11, 26, 15, 0, 5, 7, 9, 6]"
1800,2620,"[63, 25, 120, 44]","[12, 29, 32, 0, 10, 9, 7, 4]"
1801,2621,"[23, 239, 121, 44]","[12, 29, 32, 0, 10, 9, 7, 4]"
1802,2622,"[130, 355, 120, 44]","[12, 29, 32, 0, 10, 9, 7, 4]"
1803,2623,"[47, 262, 119, 44]","[12, 29, 32, 0, 10, 9, 7, 4]"
1804,2624,"[302, 187, 120, 45]","[12, 29, 32, 0, 10, 9, 7, 4]"
1805,2625,"[299, 290, 120, 43]","[12, 29, 32, 0, 10, 9, 7, 4]"
1806,2626,"[62, 39, 119, 43]","[12, 29, 32, 0, 10, 9, 7, 4]"
1807,2627,"[166, 224, 121, 44]","[12, 29, 32, 0, 10, 9, 7, 4]"
1808,2628,"[128, 278, 119, 43]","[12, 29, 32, 0, 10, 9, 7, 4]"
